City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sao joao da barra,-21.6403,-41.0511,23.34,86,100,10.06,BR,1696729745
364,mkushi,-13.6202,29.3939,21.25,46,7,2.33,ZM,1696730027
365,lebyazh'ye,55.2689,66.4947,8.91,81,100,5.61,RU,1696730027
366,egilsstadir,65.2653,-14.3948,0.95,55,0,0.51,IS,1696730028
367,aasiaat,68.7098,-52.8699,0.93,99,100,4.77,GL,1696729637
368,ulaangom,49.9811,92.0667,9.36,45,5,0.09,MN,1696730028
369,tqvarch'eli,42.8404,41.6801,11.94,59,8,2.8,GE,1696730028
370,port lincoln,-34.7333,135.8667,16.31,61,68,4.06,AU,1696729685
371,naregal,15.5833,75.8167,24.98,56,30,2.15,IN,1696730029
372,tura,25.5198,90.2201,23.51,96,68,1.15,IN,1696729677
373,broken hill,-31.95,141.4333,21.46,34,1,4.47,AU,1696730029
374,santa ana,33.7456,-117.8678,32.59,65,40,3.09,US,1696729937
375,palikir - national government center,6.9248,158.1611,31.41,70,100,5.14,FM,1696730030
376,mukharram al fawqani,34.8151,37.0861,21.63,51,74,3.08,SY,1696730030
377,gamba,-2.65,10.0,24.77,87,100,2.17,GA,1696730030
378,noosa heads,-26.3833,153.15,21.73,59,100,8.17,AU,1696730030
379,praia da vitoria,38.7333,-27.0667,20.98,77,40,9.28,PT,1696729653
380,ulsteinvik,62.3432,5.8487,8.2,83,99,1.79,NO,1696730031
381,coquimbo,-29.9533,-71.3436,12.85,87,0,3.09,CL,1696730031
382,lorengau,-2.0226,147.2712,29.58,65,92,5.87,PG,1696730031
383,maintirano,-18.0667,44.0167,23.58,84,6,2.52,MG,1696730031
384,qamdo,31.1667,97.2333,3.3,80,99,0.16,CN,1696729643
385,ciudad bolivar,8.1222,-63.5497,28.23,71,0,4.37,VE,1696730032
386,bonthe,7.5264,-12.505,24.55,90,100,0.91,SL,1696729782
387,ramadi,33.4226,43.3058,25.19,38,16,3.85,IQ,1696730032
388,saint-hippolyte,42.7833,2.9667,13.23,76,0,0.51,FR,1696730032
389,saint-philippe,-21.3585,55.7679,20.77,78,84,5.19,RE,1696729761
390,el granada,37.5027,-122.4694,29.41,71,0,8.23,US,1696730033
391,san jose del guaviare,2.5729,-72.6459,24.35,94,37,0.67,CO,1696730033
392,vershino-darasunskiy,52.35,115.5167,6.34,41,20,2.04,RU,1696730033
393,solleftea,63.1667,17.2667,2.92,73,23,4.75,SE,1696729918
394,karkira,36.9292,6.5856,18.66,87,2,1.32,DZ,1696730033
395,ouarzazat,30.9189,-6.8934,18.16,17,20,1.03,MA,1696730034
396,jimma,7.6667,36.8333,13.08,77,53,0.38,ET,1696730034
397,tangalle,6.024,80.7911,25.09,86,100,2.42,LK,1696729725
398,canto do buriti,-8.11,-42.9444,28.54,37,39,0.95,BR,1696730035
399,vorgashor,67.5833,63.95,5.54,89,100,5.77,RU,1696729640
400,bella vista,36.4295,-94.2316,12.5,81,0,3.09,US,1696730035
401,mazeikiai,56.3167,22.3333,5.99,57,76,7.41,LT,1696730035
402,wenchang,30.904,118.4887,15.68,92,100,2.29,CN,1696730035
403,diamantino,-14.4086,-56.4461,29.75,45,61,1.48,BR,1696730036
404,ongjin,37.9347,125.3619,18.2,70,100,7.49,KP,1696730036
405,seaford,50.7714,0.1027,16.64,84,84,3.13,GB,1696730036
406,al jawf,29.5,38.75,21.67,40,65,0.42,SA,1696729704
407,acajutla,13.5928,-89.8275,27.31,85,100,0.54,SV,1696730032
408,illizi,26.4833,8.4667,19.89,30,0,3.85,DZ,1696729748
409,kayes,14.0,-11.0,25.1,78,100,3.57,ML,1696730037
410,mendaha,-1.0333,103.5833,30.14,57,53,2.35,ID,1696730037
411,mahibadhoo,3.7833,72.9667,27.99,78,95,3.32,MV,1696729703
412,heroica caborca,30.7167,-112.15,29.8,27,1,2.62,MX,1696730038
413,bechar,31.6167,-2.2167,20.18,26,0,0.0,DZ,1696730038
414,borazjan,29.2666,51.2159,29.53,24,0,0.99,IR,1696730038
415,guatire,10.4762,-66.5427,23.33,95,99,1.1,VE,1696730038
416,seme,15.1942,-12.9448,28.87,62,100,3.53,SN,1696730038
417,price,39.5994,-110.8107,21.59,26,0,0.0,US,1696730039
418,biloela,-24.4167,150.5,27.95,26,2,5.8,AU,1696730039
419,roosevelt,33.9668,-103.4505,17.93,50,0,5.29,US,1696730039
420,waingapu,-9.6567,120.2641,31.05,54,98,6.65,ID,1696730039
421,nishinoomote,30.7333,131.0,20.31,100,75,7.72,JP,1696730039
422,ikryanoye,46.0932,47.7308,9.99,33,100,10.38,RU,1696730040
423,greenville,35.6127,-77.3663,15.63,51,0,1.54,US,1696730040
424,susuman,62.7833,148.1667,-4.18,63,31,1.65,RU,1696729700
425,pilar,-9.5972,-35.9567,23.96,92,77,1.84,BR,1696730041
426,mount pearl,47.5166,-52.7813,11.85,97,100,4.12,CA,1696729718
427,kota tinggi,1.7381,103.8999,31.94,67,11,2.34,MY,1696730041
428,ambovombe,-25.1667,46.0833,21.32,50,0,2.24,MG,1696730041
429,sakakah,29.9697,40.2064,24.76,29,99,2.26,SA,1696730041
430,solnechnyy,50.7214,136.6319,7.24,51,59,1.38,RU,1696730042
431,grand falls-windsor,48.9332,-55.6649,14.72,91,96,1.55,CA,1696729705
432,bredy,52.4153,60.3411,7.49,77,52,7.15,RU,1696730042
433,alpena,45.0617,-83.4327,10.14,96,100,3.6,US,1696730042
434,hafnarfjordur,64.0671,-21.9377,7.21,93,75,4.12,IS,1696730043
435,bardai,11.65,7.2333,24.98,46,100,2.45,NG,1696729708
436,urangan,-25.3,152.9,20.61,59,72,9.41,AU,1696730043
437,store,46.2208,15.3139,15.75,87,21,2.41,SI,1696730043
438,ad dilam,23.9915,47.1627,25.23,24,0,0.97,SA,1696730044
439,naryn,41.4287,75.9911,7.38,68,91,1.47,KG,1696730044
440,general tinio,15.35,121.05,29.76,72,23,0.96,PH,1696730044
441,nadym,65.5333,72.5167,6.96,93,100,4.5,RU,1696730044
442,west side highway,46.184,-122.9172,24.88,68,0,3.09,US,1696730045
443,lautoka,-17.6167,177.4667,26.92,57,75,6.17,FJ,1696730045
444,petropavlovsk-kamchatsky,53.0452,158.6483,10.33,63,20,1.34,RU,1696729662
445,sitka,57.0531,-135.33,12.94,88,100,2.57,US,1696729683
446,lazaro cardenas,17.9583,-102.2,26.91,86,100,0.78,MX,1696730045
447,tazacorte,28.629,-17.9293,24.54,78,0,3.6,ES,1696729751
448,mount gambier,-37.8333,140.7667,16.32,45,1,2.27,AU,1696729608
449,la maddalena,41.2142,9.4083,16.03,81,0,2.98,IT,1696730046
450,guerrero negro,27.9769,-114.0611,21.97,77,44,4.71,MX,1696730046
451,petoskey,45.3733,-84.9553,8.17,88,100,4.47,US,1696730047
452,santa catarina mita,14.45,-89.75,22.31,94,100,1.17,GT,1696730047
453,prince rupert,54.3161,-130.3201,19.05,60,0,10.8,CA,1696729992
454,kokoda,-8.8785,147.7407,29.27,68,82,1.73,PG,1696730047
455,chake chake,-5.2459,39.7666,23.3,85,100,2.78,TZ,1696730048
456,trest,49.2909,15.4821,16.8,76,99,9.85,CZ,1696730048
457,caratinga,-19.7897,-42.1392,23.48,59,99,1.91,BR,1696730048
458,kimbe,-5.5502,150.1429,32.27,47,44,5.44,PG,1696729762
459,upington,-28.4478,21.2561,14.21,67,0,1.03,ZA,1696730048
460,kitui,-1.367,38.0106,16.97,83,64,1.78,KE,1696730049
461,elko,41.0002,-115.5012,23.01,26,0,2.68,US,1696729810
462,kirensk,57.7853,108.1119,7.23,98,100,2.24,RU,1696730049
463,talca,-35.4333,-71.6667,9.37,82,0,1.65,CL,1696729827
464,kailua-kona,19.6406,-155.9956,27.98,78,20,4.12,US,1696729781
465,kuta,-8.7233,115.1723,29.97,70,20,5.66,ID,1696730050
466,corowa,-36.0333,146.3833,20.32,58,0,2.36,AU,1696730050
467,huarmey,-10.0681,-78.1522,19.6,88,100,5.36,PE,1696729652
468,arawa,-6.2132,155.5367,29.1,70,100,0.21,PG,1696729658
469,porto novo,6.4965,2.6036,24.17,90,29,1.74,BJ,1696730051
470,quellon,-43.1167,-73.6167,8.54,90,100,5.34,CL,1696729636
471,orosei,40.3798,9.6929,19.88,75,0,1.88,IT,1696730051
472,kirkagac,39.1064,27.6693,14.83,88,0,2.5,TR,1696730051
473,oriximina,-1.7656,-55.8661,28.21,51,27,1.77,BR,1696730051
474,corner brook,48.9667,-57.9484,12.09,92,98,1.66,CA,1696730052
475,brookings,44.3114,-96.7984,11.0,62,40,1.54,US,1696729430
476,labytnangi,66.6572,66.4183,4.47,97,99,3.37,RU,1696729751
477,santana,-0.0583,-51.1817,29.1,70,20,3.6,BR,1696730052
478,zmeinogorsk,51.1567,82.195,10.06,87,100,3.15,RU,1696730052
479,minas de marcona,-15.2119,-75.1103,13.03,90,82,7.28,PE,1696730053
480,qarayeri,40.7886,46.3066,14.49,67,40,3.09,AZ,1696730053
481,tacuarembo,-31.7333,-55.9833,12.56,89,0,3.08,UY,1696730053
482,fortaleza,-3.7227,-38.5247,27.34,83,40,5.66,BR,1696729747
483,byford,-32.2167,116.0,24.82,67,75,3.6,AU,1696730054
484,natal,-5.795,-35.2094,26.12,78,0,3.6,BR,1696730013
485,filey,54.21,-0.2892,12.82,93,100,2.68,GB,1696730054
486,kitimat,54.0524,-128.6534,14.21,68,100,1.27,CA,1696730054
487,sultandagi,38.5311,31.2281,12.94,49,0,1.45,TR,1696730054
488,carauari,-4.8828,-66.8958,27.87,62,98,0.86,BR,1696730055
489,ariquemes,-9.9133,-63.0408,29.23,48,43,0.94,BR,1696730055
490,port hedland,-20.3167,118.5667,33.03,14,0,7.72,AU,1696730055
491,kuraymah,18.55,31.85,32.56,19,5,4.75,SD,1696730055
492,dongsheng,39.8161,109.9776,7.58,40,0,7.22,CN,1696730055
493,namibe,-15.1961,12.1522,19.29,87,4,2.07,AO,1696729642
494,bulayevo,54.9056,70.4439,8.87,85,45,4.83,KZ,1696730056
495,lusambo,-4.9667,23.45,20.67,99,100,0.6,CD,1696730056
496,chardara,41.2547,67.9692,15.26,71,98,2.59,KZ,1696730056
497,gunjur,13.2019,-16.7339,27.04,89,75,0.0,GM,1696730056
498,viedma,-40.8135,-62.9967,9.33,57,25,5.1,AR,1696730057
499,rayong,12.8333,101.4333,30.17,82,96,2.62,TH,1696730057
500,callao,-12.0667,-77.15,19.84,82,100,6.69,PE,1696730057
501,muroto-misakicho,33.2833,134.15,18.95,74,100,6.26,JP,1696730057
502,obock,12.25,43.0833,25.76,63,1,3.8,DJ,1696730057
503,mirpur sakro,24.5474,67.6277,27.46,77,62,5.75,PK,1696730058
504,selfoss,63.9331,-20.9971,5.02,88,100,3.05,IS,1696729707
505,sunnyside,46.3237,-120.0087,22.8,67,0,0.0,US,1696730058
506,pacific grove,36.6177,-121.9166,24.34,78,0,2.24,US,1696730058
507,alaghsas,17.0187,8.0168,28.26,34,5,5.18,NE,1696729718
508,cadale,2.7603,46.3222,26.09,85,38,7.42,SO,1696730059
509,aswan,24.0934,32.907,27.61,36,0,2.57,EG,1696730059
510,fada,9.5667,8.3,19.59,76,98,1.01,NG,1696730059
511,forster,-32.1667,152.5167,20.16,53,30,3.92,AU,1696730059
512,qarqaraly,49.4058,75.4742,6.75,90,57,2.21,KZ,1696729666
513,jawf al maqbabah,13.8378,45.8349,25.78,25,0,2.23,YE,1696730060
514,turpan,42.9333,89.1667,24.38,18,100,2.57,CN,1696729744
515,galveston,29.3669,-94.9669,22.06,61,0,7.2,US,1696729758
516,poronaysk,49.2167,143.1167,11.27,57,0,1.5,RU,1696730060
517,chui,-33.6971,-53.4616,11.01,80,0,2.85,UY,1696730060
518,yesilova,37.5081,29.7547,4.7,50,0,0.45,TR,1696730061
519,poplar bluff,36.757,-90.3929,12.88,71,0,0.0,US,1696729829
520,terebovlya,49.3019,25.71,13.36,87,100,6.27,UA,1696730061
521,boa vista,2.8197,-60.6733,28.99,65,0,4.12,BR,1696730061
522,nova sintra,14.8667,-24.7167,24.4,74,93,4.68,CV,1696729658
523,revda,56.801,59.9303,7.77,88,100,3.99,RU,1696730062
524,shush,32.1942,48.2436,29.08,26,77,2.55,IR,1696730062
525,santa isabel,-23.3156,-46.2214,20.84,98,100,1.3,BR,1696730062
526,safford,32.834,-109.7076,28.51,27,0,5.66,US,1696730062
527,nouna,12.7333,-3.8667,27.33,50,28,3.4,BF,1696730062
528,ar raqqah,35.95,39.0167,22.76,27,53,1.89,SY,1696730063
529,olinda,-8.0089,-34.8553,25.85,89,75,5.66,BR,1696729864
530,rachitoasa,46.4333,27.3667,15.1,52,40,2.45,RO,1696730063
531,ixtapa,20.7,-105.2,25.13,93,100,0.89,MX,1696730063
532,haiku-pauwela,20.9219,-156.3051,28.43,63,20,10.29,US,1696729718
533,greenfield,42.9614,-88.0126,9.65,66,0,2.06,US,1696730064
534,saint-denis,48.9167,2.3333,15.88,82,0,1.03,FR,1696729713
535,gaalkacyo,6.7697,47.4308,26.22,71,7,5.36,SO,1696730064
536,terrace,54.5163,-128.6035,13.95,94,75,0.0,CA,1696730065
537,verkhnevilyuysk,63.4453,120.3167,2.19,96,100,5.36,RU,1696729675
538,ivdel',60.6911,60.4206,6.77,96,100,1.76,RU,1696730065
539,nioki,-2.7167,17.6833,23.34,92,100,0.36,CD,1696730065
540,tamandare,-8.7597,-35.1047,24.67,87,58,4.52,BR,1696730065
541,harper,4.375,-7.7169,24.96,88,100,4.26,LR,1696729723
542,lupane,-18.9315,27.807,20.69,31,1,2.73,ZW,1696730066
543,sarangani,5.4033,125.4636,28.14,78,98,5.55,PH,1696730066
544,agadez,19.75,10.25,24.36,27,1,4.76,NE,1696730066
545,sokoni,-6.4333,39.55,25.07,76,76,3.87,TZ,1696730067
546,tanumah,27.1,44.1333,24.06,22,0,0.61,SA,1696730067
547,marka,1.7159,44.7717,25.69,84,67,5.66,SO,1696730067
548,yanykurgan,43.915,67.2481,14.21,62,100,3.88,KZ,1696730067
549,sherbakul',54.6316,72.3963,9.96,87,16,3.47,RU,1696730068
550,lata,40.1629,-8.3327,15.6,41,1,1.27,PT,1696729660
551,panaba,21.2833,-88.2667,25.15,87,19,3.11,MX,1696730068
552,truro,50.2653,-5.0544,14.6,88,88,4.12,GB,1696730068
553,wellington,-41.2866,174.7756,15.32,73,75,7.72,NZ,1696729727
554,nizhnyaya salda,58.0776,60.7202,7.52,85,100,4.03,RU,1696730069
555,nova vicosa,-17.8919,-39.3719,24.53,84,10,6.5,BR,1696730069
556,krasnogorskiy,54.6025,61.231,8.73,89,100,4.92,RU,1696730069
557,yasnyy,51.0333,59.8742,10.01,76,12,7.71,RU,1696729643
558,cidreira,-30.1811,-50.2056,17.95,81,100,5.34,BR,1696729788
559,constantia,44.1833,28.65,14.38,41,6,7.22,RO,1696729677
560,trujillo,-8.116,-79.03,18.98,88,75,4.12,PE,1696730070
561,trinidad,-14.8333,-64.9,26.01,77,21,1.87,BO,1696729714
562,deqen,29.9618,90.7188,10.21,60,0,1.8,CN,1696730071
563,uglegorsk,49.0833,142.0333,10.89,65,0,3.76,RU,1696730071
564,vorkuta,67.5,64.0,5.63,90,100,5.75,RU,1696730072
565,sainte catherine de la jacques cartier,46.8524,-71.6206,17.54,82,100,7.2,CA,1696730072
566,north bondi,-33.8824,151.2769,22.16,52,75,4.12,AU,1696730073
567,pochinok,54.4068,32.4407,4.29,70,45,10.42,RU,1696730073
568,gaspe,48.8334,-64.4819,14.12,100,100,3.09,CA,1696729763
569,aoulef,26.9667,1.0833,26.98,21,70,9.92,DZ,1696730073
